,cuisines,city,platform,net_profit
1944,Fast Food,Bangalore,zomato,34977
1945,Multi-Cuisine,Bangalore,zomato,148735
1946,Street Food,Bangalore,zomato,33058
1947,Biryani,Bangalore,zomato,147264
1948,Mediterranean,Bangalore,zomato,171450
1949,Bakery,Bangalore,zomato,65850
1950,Multi-Cuisine,Bangalore,zomato,82154
1951,Bakery,Bangalore,zomato,157236
1952,South Indian,Bangalore,zomato,175348
1953,Vietnamese,Bangalore,zomato,231837
1954,Continental,Bangalore,zomato,95426
1955,Street Food,Bangalore,zomato,78158
1956,Bakery,Bangalore,zomato,187661
1957,Mexican,Bangalore,zomato,190593
1958,Japanese,Bangalore,zomato,97307
1959,Continental,Bangalore,zomato,100606
1960,Chinese,Bangalore,zomato,86494
1961,Bakery,Bangalore,zomato,83194
1962,Thai,Bangalore,zomato,94201
1963,Korean,Bangalore,zomato,176207
1964,Mediterranean,Delhi,zomato,90539
1965,Pan-Asian,Delhi,zomato,166495
1966,Seafood,Delhi,zomato,18673
1967,Vietnamese,Delhi,zomato,109487
1968,Lebanese,Delhi,zomato,264148
1969,Thai,Delhi,zomato,160909
1970,Bakery,Delhi,zomato,122408
1971,Korean,Delhi,zomato,175048
1972,Mexican,Delhi,zomato,167372
1973,Cafe,Delhi,zomato,124411
1974,Street Food,Delhi,zomato,183568
1975,Thai,Delhi,zomato,135315
1976,Fast Food,Delhi,zomato,195564
1977,Pan-Asian,Delhi,zomato,102278
1978,Street Food,Delhi,zomato,43664
1979,Fast Food,Delhi,zomato,25081
1980,Mughlai,Delhi,zomato,206143
1981,Mughlai,Delhi,zomato,109294
1982,Korean,Delhi,zomato,57224
1983,Biryani,Delhi,zomato,154578
1984,Thai,Delhi,zomato,124679
1985,Biryani,Delhi,zomato,224592
1986,Multi-Cuisine,Delhi,zomato,190559
1987,Bakery,Delhi,zomato,106869
1988,Italian,Delhi,zomato,130258
1989,Mughlai,Delhi,zomato,236314
1990,Continental,Delhi,zomato,14782
1991,Lebanese,Delhi,zomato,16836
1992,Cafe,Delhi,zomato,243175
1993,Seafood,Delhi,zomato,68586
1994,South Indian,Delhi,zomato,118682
1995,Korean,Delhi,zomato,48310
1996,Desserts,Delhi,zomato,252716
1997,Continental,Delhi,zomato,75810
1998,Seafood,Delhi,zomato,34301
1999,Mexican,Delhi,zomato,76210
2000,Biryani,Delhi,zomato,47309
2001,Cafe,Delhi,zomato,85964
2002,Bakery,Delhi,zomato,290811
2003,Mediterranean,Delhi,zomato,101705
2004,Lebanese,Delhi,zomato,138250
2005,Vietnamese,Delhi,zomato,162855
2006,Italian,Delhi,zomato,136056
2007,South Indian,Delhi,zomato,43902
2008,Japanese,Delhi,zomato,122142
2009,Biryani,Delhi,zomato,113380
2010,Vietnamese,Delhi,zomato,84142
2011,Mexican,Delhi,zomato,130037
2012,Mediterranean,Delhi,zomato,139582
2013,Mediterranean,Delhi,zomato,81294
2014,Chinese,Delhi,zomato,40696
2015,Mediterranean,Delhi,zomato,30907
2016,Pan-Asian,Delhi,zomato,110298
2017,Thai,Delhi,zomato,54954
2018,Thai,Delhi,zomato,78475
2019,Continental,Delhi,zomato,181545
2020,Vietnamese,Delhi,zomato,197791
2021,Desserts,Delhi,zomato,69342
2022,Italian,Delhi,zomato,131608
2023,Street Food,Delhi,zomato,266593
2024,Seafood,Delhi,zomato,247670
2025,Continental,Delhi,zomato,275065
2026,Mediterranean,Delhi,zomato,102802
2027,South Indian,Delhi,zomato,236817
2028,Biryani,Delhi,zomato,29206
2029,Mediterranean,Delhi,zomato,35241
2030,Lebanese,Delhi,zomato,132064
2031,Cafe,Delhi,zomato,188312
2032,Mughlai,Delhi,zomato,241425
2033,Mexican,Delhi,zomato,276191
2034,Cafe,Delhi,zomato,53951
2035,Italian,Delhi,zomato,168455
2036,North Indian,Delhi,zomato,98417
2037,Korean,Delhi,zomato,50481
2038,Thai,Delhi,zomato,79733
2039,Fast Food,Delhi,zomato,172477
2040,Japanese,Delhi,zomato,242252
2041,Thai,Delhi,zomato,45774
2042,Cafe,Delhi,zomato,160733
2043,Continental,Delhi,zomato,139003
2044,North Indian,Delhi,zomato,282836
2045,Desserts,Delhi,zomato,116136
2046,Italian,Delhi,zomato,33075
2047,Fast Food,Delhi,zomato,234582
2048,Seafood,Delhi,zomato,30894
2049,Vietnamese,Delhi,zomato,142942
2050,Desserts,Delhi,zomato,107242
2051,Seafood,Delhi,zomato,176022
2052,Seafood,Delhi,zomato,113382
2053,Cafe,Delhi,zomato,74968
2054,Street Food,Delhi,zomato,49283
2055,Chinese,Delhi,zomato,154569
2056,Mughlai,Delhi,zomato,137790
2057,Continental,Delhi,zomato,95304
2058,Lebanese,Delhi,zomato,201489
2059,Thai,Delhi,zomato,212317
2060,Mediterranean,Delhi,zomato,107358
2061,South Indian,Delhi,zomato,121506
2062,Bakery,Delhi,zomato,158582
2063,Bakery,Delhi,zomato,32693
2064,North Indian,Delhi,zomato,334980
2065,North Indian,Delhi,zomato,181283
2066,Seafood,Delhi,zomato,233310
2067,Lebanese,Delhi,zomato,71962
2068,Cafe,Delhi,zomato,94644
2069,Mughlai,Delhi,zomato,52148
2070,Continental,Delhi,zomato,281815
2071,Chinese,Delhi,zomato,66401
2072,Cafe,Delhi,zomato,46845
2073,Vietnamese,Delhi,zomato,182651
2074,Continental,Delhi,zomato,195213
2075,Biryani,Delhi,zomato,139509
2076,Vietnamese,Delhi,zomato,143126
2077,Bakery,Delhi,zomato,89252
2078,Biryani,Delhi,zomato,128040
2079,Korean,Delhi,zomato,273431
2080,Mughlai,Delhi,zomato,117018
2081,Bakery,Delhi,zomato,190963
2082,Desserts,Delhi,zomato,30185
2083,Seafood,Delhi,zomato,167225
2084,Lebanese,Delhi,zomato,78575
2085,Italian,Delhi,zomato,113953
2086,Japanese,Delhi,zomato,60619
2087,Japanese,Delhi,zomato,298135
2088,Italian,Delhi,zomato,151311
2089,Seafood,Delhi,zomato,121253
2090,Korean,Delhi,zomato,16873
2091,Vietnamese,Delhi,zomato,165240
2092,Japanese,Delhi,zomato,194519
2093,Biryani,Delhi,zomato,129405
2094,Multi-Cuisine,Delhi,zomato,27717
2095,Pan-Asian,Delhi,zomato,151647
2096,North Indian,Delhi,zomato,265000
2097,Seafood,Delhi,zomato,87907
2098,Mediterranean,Delhi,zomato,186624
2099,Chinese,Delhi,zomato,44589
2100,Continental,Delhi,zomato,121436
2101,Chinese,Delhi,zomato,143254
2102,Italian,Delhi,zomato,103061
2103,Continental,Delhi,zomato,148359
2104,Multi-Cuisine,Delhi,zomato,42008
2105,Cafe,Delhi,zomato,43478
2106,Street Food,Delhi,zomato,125717
2107,Seafood,Delhi,zomato,258339
2108,Desserts,Delhi,zomato,158793
2109,Seafood,Delhi,zomato,37249
2110,Vietnamese,Delhi,zomato,87723
2111,Lebanese,Delhi,zomato,145891
2112,Japanese,Delhi,zomato,201618
2113,Biryani,Delhi,zomato,320068
2114,Italian,Delhi,zomato,70617
2115,Street Food,Delhi,zomato,96647
2116,South Indian,Delhi,zomato,224414
2117,Continental,Delhi,zomato,104836
2118,Vietnamese,Delhi,zomato,137250
2119,Lebanese,Delhi,zomato,121216
2120,Chinese,Delhi,zomato,128051
2121,Italian,Delhi,zomato,36750
2122,Biryani,Delhi,zomato,67608
2123,Mughlai,Delhi,zomato,125285
2124,Street Food,Delhi,zomato,66334
2125,Mughlai,Delhi,zomato,127002
2126,Biryani,Delhi,zomato,163174
2127,Japanese,Delhi,zomato,175935
2128,Desserts,Delhi,zomato,91639
2129,Desserts,Delhi,zomato,56675
2130,Lebanese,Delhi,zomato,362841
2131,Continental,Delhi,zomato,96731
2132,Korean,Delhi,zomato,24257
2133,Continental,Delhi,zomato,90493
2134,Mexican,Delhi,zomato,100863
2135,Thai,Delhi,zomato,108830
2136,Continental,Delhi,zomato,269888
2137,Street Food,Delhi,zomato,100339
2138,Street Food,Delhi,zomato,78140
2139,Street Food,Delhi,zomato,29274
2140,North Indian,Delhi,zomato,173185
2141,Mediterranean,Delhi,zomato,97070
2142,Bakery,Delhi,zomato,69764
2143,Street Food,Delhi,zomato,70381
2144,Lebanese,Delhi,zomato,147712
2145,North Indian,Delhi,zomato,109160
2146,Bakery,Delhi,zomato,164069
2147,South Indian,Delhi,zomato,287696
2148,Thai,Delhi,zomato,55025
2149,Chinese,Delhi,zomato,231264
2150,Biryani,Delhi,zomato,30451
2151,Pan-Asian,Delhi,zomato,63817
2152,Pan-Asian,Delhi,zomato,120912
2153,Thai,Delhi,zomato,69023
2154,Mexican,Delhi,zomato,108536
2155,Bakery,Delhi,zomato,158695
2156,Cafe,Delhi,zomato,128539
2157,Mexican,Delhi,zomato,127836
2158,North Indian,Delhi,zomato,111602
2159,Cafe,Delhi,zomato,134464
2160,Biryani,Delhi,zomato,110290
2161,Pan-Asian,Delhi,zomato,390433
2162,North Indian,Delhi,zomato,55200
2163,Mediterranean,Delhi,zomato,95964
2164,Japanese,Delhi,zomato,37026
2165,Biryani,Delhi,zomato,231364
2166,Fast Food,Delhi,zomato,196891
2167,Bakery,Delhi,zomato,43812
2168,Italian,Delhi,zomato,76505
2169,Thai,Delhi,zomato,173420
2170,Street Food,Delhi,zomato,16302
2171,Bakery,Delhi,zomato,109666
2172,Biryani,Delhi,zomato,44820
2173,Street Food,Delhi,zomato,147479
2174,Lebanese,Delhi,zomato,62605
2175,Seafood,Delhi,zomato,125297
2176,Pan-Asian,Delhi,zomato,176619
2177,North Indian,Delhi,zomato,117903
2178,South Indian,Pune,zomato,41961
2179,Bakery,Pune,zomato,16884
2180,Biryani,Pune,zomato,116040
2181,Biryani,Pune,zomato,216723
2182,Biryani,Pune,zomato,138282
2183,Italian,Pune,zomato,75541
2184,Italian,Pune,zomato,112781
2185,Biryani,Pune,zomato,25016
2186,Continental,Pune,zomato,16639
2187,Street Food,Pune,zomato,150978
2188,Multi-Cuisine,Pune,zomato,116103
2189,Desserts,Pune,zomato,145118
2190,Mediterranean,Pune,zomato,175280
2191,Korean,Pune,zomato,76284
2192,Pan-Asian,Pune,zomato,27562
2193,Cafe,Pune,zomato,276267
2194,Desserts,Pune,zomato,117031
2195,Mediterranean,Pune,zomato,89434
2196,Seafood,Pune,zomato,55407
2197,Street Food,Pune,zomato,83828
2198,Biryani,Pune,zomato,262420
2199,Mediterranean,Pune,zomato,139075
2200,Korean,Pune,zomato,148266
2201,Continental,Pune,zomato,61119
2202,Mughlai,Pune,zomato,90054
2203,Mughlai,Pune,zomato,209416
2204,North Indian,Pune,zomato,205506
2205,Japanese,Pune,zomato,95034
2206,Cafe,Pune,zomato,88328
2207,Thai,Pune,zomato,100537
2208,Chinese,Pune,zomato,62237
2209,Continental,Pune,zomato,271948
2210,Street Food,Pune,zomato,205501
2211,Chinese,Pune,zomato,216678
2212,Street Food,Pune,zomato,63483
2213,Desserts,Pune,zomato,337365
2214,Lebanese,Pune,zomato,376979
2215,Fast Food,Pune,zomato,138606
2216,Fast Food,Pune,zomato,80729
2217,Street Food,Pune,zomato,114642
2218,Biryani,Pune,zomato,158378
2219,Multi-Cuisine,Pune,zomato,20869
2220,Korean,Pune,zomato,19491
2221,Mughlai,Pune,zomato,20046
2222,Bakery,Pune,zomato,80977
2223,Mexican,Pune,zomato,31710
2224,Street Food,Pune,zomato,292575
2225,Thai,Pune,zomato,77208
2226,North Indian,Pune,zomato,112877
2227,Japanese,Pune,zomato,51560
2228,Mediterranean,Pune,zomato,288929
2229,Seafood,Pune,zomato,245073
2230,Desserts,Pune,zomato,187054
2231,Multi-Cuisine,Pune,zomato,187698
2232,Thai,Pune,zomato,53443
2233,Lebanese,Pune,zomato,159957
2234,Desserts,Pune,zomato,134472
2235,Lebanese,Pune,zomato,48210
2236,Cafe,Pune,zomato,139170
2237,Biryani,Pune,zomato,179373
2238,Thai,Pune,zomato,76484
2239,Bakery,Pune,zomato,167752
2240,Mediterranean,Pune,zomato,39491
2241,Korean,Pune,zomato,70688
2242,Biryani,Pune,zomato,123684
2243,Multi-Cuisine,Pune,zomato,190243
2244,Mediterranean,Pune,zomato,22759
2245,Cafe,Pune,zomato,138593
2246,Fast Food,Pune,zomato,149098
2247,Mughlai,Pune,zomato,13738
2248,North Indian,Pune,zomato,169208
2249,Pan-Asian,Pune,zomato,73141
2250,Multi-Cuisine,Pune,zomato,92585
2251,Bakery,Pune,zomato,34874
2252,Fast Food,Pune,zomato,170158
2253,Italian,Pune,zomato,60228
2254,North Indian,Pune,zomato,145733
2255,Mediterranean,Pune,zomato,120728
2256,Fast Food,Pune,zomato,163101
2257,Lebanese,Pune,zomato,148791
2258,Multi-Cuisine,Pune,zomato,164920
2259,Street Food,Pune,zomato,16289
2260,Mexican,Pune,zomato,87550
2261,Bakery,Pune,zomato,57317
2262,Japanese,Pune,zomato,223440
2263,Korean,Pune,zomato,107656
2264,Multi-Cuisine,Pune,zomato,165688
2265,Mughlai,Pune,zomato,107053
2266,Multi-Cuisine,Pune,zomato,159684
2267,Mexican,Pune,zomato,31048
2268,Mexican,Pune,zomato,191028
2269,Cafe,Pune,zomato,223377
2270,Cafe,Pune,zomato,121138
2271,Mediterranean,Pune,zomato,22591
2272,Continental,Pune,zomato,146385
2273,Desserts,Pune,zomato,367809
2274,Chinese,Pune,zomato,205255
2275,Italian,Pune,zomato,211850
2276,Vietnamese,Pune,zomato,94793
2277,Chinese,Pune,zomato,97263
2278,Cafe,Pune,zomato,315353
2279,Italian,Pune,zomato,174005
2280,North Indian,Pune,zomato,107353
2281,Seafood,Pune,zomato,162348
2282,Mexican,Pune,zomato,222230
2283,Fast Food,Pune,zomato,42837
2284,South Indian,Pune,zomato,28465
2285,Street Food,Pune,zomato,50993
2286,Biryani,Pune,zomato,166646
2287,Street Food,Pune,zomato,44107
2288,Lebanese,Pune,zomato,58763
2289,North Indian,Pune,zomato,248443
2290,Cafe,Pune,zomato,292512
2291,Japanese,Pune,zomato,74408
2292,Biryani,Pune,zomato,130825
2293,North Indian,Pune,zomato,148807
2294,Cafe,Pune,zomato,87628
2295,South Indian,Pune,zomato,168654
2296,Mexican,Pune,zomato,178025
2297,Cafe,Pune,zomato,163714
2298,Multi-Cuisine,Pune,zomato,222216
2299,Lebanese,Pune,zomato,20422
2300,Mediterranean,Pune,zomato,46653
2301,Street Food,Pune,zomato,95443
2302,Bakery,Pune,zomato,156791
2303,Seafood,Pune,zomato,101067
2304,Lebanese,Pune,zomato,90365
2305,Fast Food,Pune,zomato,50764
2306,Japanese,Pune,zomato,71387
2307,North Indian,Pune,zomato,120038
2308,Korean,Pune,zomato,265766
2309,Fast Food,Pune,zomato,145247
2310,Continental,Pune,zomato,205620
2311,Pan-Asian,Pune,zomato,51058
2312,Mexican,Pune,zomato,119547
2313,Thai,Pune,zomato,105736
2314,Bakery,Pune,zomato,232293
2315,Cafe,Pune,zomato,37703
2316,Multi-Cuisine,Pune,zomato,124069
2317,Pan-Asian,Pune,zomato,135160
2318,North Indian,Pune,zomato,85113
2319,Cafe,Pune,zomato,135387
2320,Japanese,Pune,zomato,226628
2321,Mughlai,Pune,zomato,58700
2322,Bakery,Pune,zomato,147537
2323,Pan-Asian,Pune,zomato,13387
2324,Korean,Pune,zomato,58731
2325,Continental,Pune,zomato,29772
2326,Cafe,Pune,zomato,90872
2327,Italian,Pune,zomato,196216
2328,Chinese,Pune,zomato,165468
2329,Bakery,Pune,zomato,146344
2330,Continental,Pune,zomato,26812
2331,Mughlai,Pune,zomato,141827
2332,Continental,Pune,zomato,194716
2333,Japanese,Pune,zomato,151870
2334,Mughlai,Pune,zomato,118592
2335,Mexican,Pune,zomato,397469
2336,Vietnamese,Pune,zomato,82717
2337,Seafood,Pune,zomato,103731
2338,Korean,Pune,zomato,22805
2339,North Indian,Pune,zomato,55910
2340,Korean,Pune,zomato,118370
2341,Continental,Pune,zomato,40801
2342,Italian,Pune,zomato,190683
2343,South Indian,Pune,zomato,50216
2344,South Indian,Hyderabad,zomato,99695
2345,Korean,Hyderabad,zomato,183540
2346,Thai,Hyderabad,zomato,138350
2347,Mexican,Hyderabad,zomato,75877
2348,Desserts,Hyderabad,zomato,233991
2349,North Indian,Hyderabad,zomato,61269
2350,Vietnamese,Hyderabad,zomato,172546
2351,South Indian,Hyderabad,zomato,57505
2352,Mughlai,Hyderabad,zomato,76888
2353,Chinese,Hyderabad,zomato,89074
2354,Bakery,Hyderabad,zomato,189816
2355,Mediterranean,Hyderabad,zomato,61387
2356,Lebanese,Hyderabad,zomato,41140
2357,Mediterranean,Hyderabad,zomato,296527
2358,Mediterranean,Hyderabad,zomato,47987
2359,Desserts,Hyderabad,zomato,115793
2360,North Indian,Hyderabad,zomato,66611
2361,South Indian,Hyderabad,zomato,96832
2362,Biryani,Hyderabad,zomato,23094
2363,Mexican,Hyderabad,zomato,281200
2364,Street Food,Hyderabad,zomato,34663
2365,North Indian,Hyderabad,zomato,92809
2366,Street Food,Hyderabad,zomato,57892
2367,South Indian,Hyderabad,zomato,58436
2368,Italian,Hyderabad,zomato,320135
2369,Continental,Hyderabad,zomato,172529
2370,Chinese,Hyderabad,zomato,164400
2371,South Indian,Hyderabad,zomato,134362
2372,Lebanese,Hyderabad,zomato,164931
2373,Multi-Cuisine,Hyderabad,zomato,20294
2374,Bakery,Hyderabad,zomato,70795
2375,Biryani,Hyderabad,zomato,117882
2376,Biryani,Hyderabad,zomato,151998
2377,Korean,Hyderabad,zomato,188286
2378,Seafood,Hyderabad,zomato,311860
2379,Bakery,Hyderabad,zomato,138201
2380,Korean,Hyderabad,zomato,341969
2381,Mughlai,Hyderabad,zomato,250008
2382,Vietnamese,Hyderabad,zomato,165015
2383,Biryani,Hyderabad,zomato,45455
2384,Desserts,Hyderabad,zomato,33494
2385,Thai,Hyderabad,zomato,116624
2386,Cafe,Hyderabad,zomato,63959
2387,Mexican,Hyderabad,zomato,187446
2388,Korean,Hyderabad,zomato,104007
2389,Vietnamese,Hyderabad,zomato,83756
2390,Lebanese,Hyderabad,zomato,186837
2391,Fast Food,Hyderabad,zomato,155382
2392,Desserts,Hyderabad,zomato,68977
2393,Korean,Hyderabad,zomato,58191
2394,South Indian,Hyderabad,zomato,62400
2395,Seafood,Hyderabad,zomato,68047
2396,Chinese,Hyderabad,zomato,186850
2397,Seafood,Hyderabad,zomato,182553
2398,Italian,Hyderabad,zomato,339528
2399,Multi-Cuisine,Hyderabad,zomato,97792
2400,Desserts,Hyderabad,zomato,206511
2401,Italian,Hyderabad,zomato,32421
2402,Chinese,Hyderabad,zomato,53653
2403,Korean,Hyderabad,zomato,182577
2404,Biryani,Hyderabad,zomato,65262
2405,Mexican,Hyderabad,zomato,203627
2406,Multi-Cuisine,Hyderabad,zomato,263304
2407,Street Food,Hyderabad,zomato,208831
2408,Desserts,Hyderabad,zomato,73059
2409,Desserts,Hyderabad,zomato,99368
2410,Bakery,Hyderabad,zomato,24819
2411,Korean,Hyderabad,zomato,176146
2412,South Indian,Hyderabad,zomato,66634
2413,Thai,Hyderabad,zomato,203957
2414,Biryani,Hyderabad,zomato,33616
2415,North Indian,Hyderabad,zomato,69547
2416,Chinese,Hyderabad,zomato,264013
2417,Mediterranean,Hyderabad,zomato,310644
2418,Lebanese,Hyderabad,zomato,222955
2419,Desserts,Hyderabad,zomato,70227
2420,Pan-Asian,Hyderabad,zomato,80643
2421,Desserts,Hyderabad,zomato,169454
2422,Desserts,Hyderabad,zomato,67008
2423,Vietnamese,Hyderabad,zomato,80063
2424,Fast Food,Hyderabad,zomato,90980
2425,Mexican,Hyderabad,zomato,145532
2426,Mediterranean,Hyderabad,zomato,35083
2427,Desserts,Hyderabad,zomato,136861
2428,Mediterranean,Hyderabad,zomato,15678
2429,Vietnamese,Hyderabad,zomato,58234
2430,Korean,Hyderabad,zomato,53262
2431,Korean,Hyderabad,zomato,155842
2432,Mexican,Hyderabad,zomato,113270
2433,Desserts,Hyderabad,zomato,255173
2434,Street Food,Hyderabad,zomato,54814
2435,North Indian,Hyderabad,zomato,20608
2436,Chinese,Hyderabad,zomato,67360
2437,Japanese,Hyderabad,zomato,117536
2438,Japanese,Hyderabad,zomato,135358
2439,South Indian,Hyderabad,zomato,147021
2440,Lebanese,Hyderabad,zomato,29912
2441,Biryani,Hyderabad,zomato,174691
2442,Bakery,Hyderabad,zomato,148067
2443,Mughlai,Hyderabad,zomato,31961
2444,Fast Food,Hyderabad,zomato,125169
2445,Mughlai,Hyderabad,zomato,254666
2446,South Indian,Hyderabad,zomato,164867
2447,Fast Food,Hyderabad,zomato,270585
2448,Biryani,Hyderabad,zomato,266797
2449,Mediterranean,Hyderabad,zomato,138139
2450,Continental,Hyderabad,zomato,158272
2451,Desserts,Hyderabad,zomato,135913
2452,Mexican,Hyderabad,zomato,236901
2453,Vietnamese,Hyderabad,zomato,77194
2454,Cafe,Hyderabad,zomato,74383
2455,Desserts,Hyderabad,zomato,184293
2456,North Indian,Hyderabad,zomato,237214
2457,North Indian,Hyderabad,zomato,129319
2458,North Indian,Hyderabad,zomato,33638
2459,Bakery,Hyderabad,zomato,132892
2460,Street Food,Hyderabad,zomato,128638
2461,Mexican,Hyderabad,zomato,58940
2462,Japanese,Hyderabad,zomato,196147
2463,Bakery,Hyderabad,zomato,117000
2464,Chinese,Hyderabad,zomato,57937
2465,Desserts,Hyderabad,zomato,315489
2466,Cafe,Hyderabad,zomato,24017
2467,Italian,Hyderabad,zomato,35868
2468,Mexican,Hyderabad,zomato,220581
2469,Mughlai,Hyderabad,zomato,102853
2470,Korean,Hyderabad,zomato,167590
2471,Thai,Hyderabad,zomato,107920
2472,Seafood,Hyderabad,zomato,54554
2473,South Indian,Hyderabad,zomato,59589
2474,Italian,Hyderabad,zomato,76207
2475,Bakery,Hyderabad,zomato,22606
2476,Street Food,Hyderabad,zomato,94516
2477,Chinese,Hyderabad,zomato,161669
2478,Thai,Hyderabad,zomato,303037
2479,Street Food,Hyderabad,zomato,168707
2480,Chinese,Chennai,zomato,192917
2481,Seafood,Chennai,zomato,68987
2482,Korean,Chennai,zomato,254756
2483,Seafood,Chennai,zomato,72661
2484,Continental,Chennai,zomato,37739
2485,Mexican,Chennai,zomato,68612
2486,Desserts,Chennai,zomato,273301
2487,Seafood,Chennai,zomato,247929
2488,Mughlai,Chennai,zomato,271901
2489,Street Food,Chennai,zomato,57923
2490,Korean,Chennai,zomato,182633
2491,Cafe,Chennai,zomato,76397
2492,Bakery,Chennai,zomato,162398
2493,Italian,Chennai,zomato,41867
2494,Italian,Chennai,zomato,177784
2495,Continental,Chennai,zomato,103123
2496,Italian,Chennai,zomato,152801
2497,Desserts,Chennai,zomato,127912
2498,Pan-Asian,Chennai,zomato,123390
2499,Mexican,Chennai,zomato,24222
2500,Street Food,Chennai,zomato,27678
2501,Pan-Asian,Chennai,zomato,88359
2502,Bakery,Chennai,zomato,245684
2503,Japanese,Chennai,zomato,111299
2504,Biryani,Chennai,zomato,35532
2505,Cafe,Chennai,zomato,130214
2506,Biryani,Chennai,zomato,30896
2507,Lebanese,Chennai,zomato,82539
2508,South Indian,Chennai,zomato,132524
2509,Thai,Chennai,zomato,173393
2510,Lebanese,Chennai,zomato,74268
2511,Mexican,Chennai,zomato,76092
2512,Chinese,Chennai,zomato,215762
2513,Continental,Chennai,zomato,203875
2514,Biryani,Chennai,zomato,141829
2515,Mediterranean,Chennai,zomato,99361
2516,Japanese,Chennai,zomato,210168
2517,Bakery,Chennai,zomato,170064
2518,Seafood,Chennai,zomato,147262
2519,Italian,Chennai,zomato,110661
2520,Vietnamese,Chennai,zomato,65002
2521,Seafood,Chennai,zomato,159869
2522,Pan-Asian,Chennai,zomato,208458
2523,Multi-Cuisine,Chennai,zomato,95396
2524,Italian,Chennai,zomato,52002
2525,Biryani,Chennai,zomato,157603
2526,Bakery,Chennai,zomato,58755
2527,Continental,Chennai,zomato,218832
2528,Desserts,Chennai,zomato,87876
2529,Street Food,Chennai,zomato,175607
2530,Multi-Cuisine,Chennai,zomato,25373
2531,Fast Food,Chennai,zomato,55762
2532,South Indian,Chennai,zomato,47191
2533,North Indian,Chennai,zomato,94750
2534,Fast Food,Chennai,zomato,183614
2535,North Indian,Chennai,zomato,122774
2536,Thai,Chennai,zomato,133008
2537,Pan-Asian,Chennai,zomato,12807
2538,Street Food,Chennai,zomato,187960
2539,Vietnamese,Chennai,zomato,83151
2540,Biryani,Chennai,zomato,120912
2541,Fast Food,Chennai,zomato,85469
2542,Cafe,Chennai,zomato,110276
2543,Mughlai,Chennai,zomato,88229
2544,Pan-Asian,Chennai,zomato,236752
2545,Seafood,Chennai,zomato,137962
2546,South Indian,Chennai,zomato,59719
2547,Mughlai,Chennai,zomato,147109
2548,Korean,Chennai,zomato,76169
2549,Pan-Asian,Chennai,zomato,122245
2550,North Indian,Chennai,zomato,191950
2551,Italian,Chennai,zomato,196804
2552,Bakery,Chennai,zomato,48378
2553,Chinese,Chennai,zomato,188982
2554,Thai,Chennai,zomato,143687
2555,Street Food,Chennai,zomato,17808
2556,Lebanese,Chennai,zomato,73877
2557,Bakery,Chennai,zomato,80766
2558,Italian,Chennai,zomato,202080
2559,Japanese,Chennai,zomato,104587
2560,South Indian,Chennai,zomato,123315
2561,Korean,Chennai,zomato,239382
2562,South Indian,Chennai,zomato,121164
2563,Vietnamese,Chennai,zomato,246449
2564,Pan-Asian,Chennai,zomato,114582
2565,Vietnamese,Chennai,zomato,11144
2566,Thai,Chennai,zomato,21076
2567,Desserts,Chennai,zomato,315783
2568,Chinese,Chennai,zomato,87019
2569,Seafood,Chennai,zomato,126048
2570,Biryani,Chennai,zomato,30450
2571,Mexican,Chennai,zomato,150690
2572,Street Food,Chennai,zomato,202015
2573,Chinese,Chennai,zomato,192540
2574,Italian,Chennai,zomato,344088
2575,Thai,Chennai,zomato,210655
2576,Mughlai,Chennai,zomato,157904
2577,Mexican,Chennai,zomato,154512
2578,Street Food,Chennai,zomato,89603
2579,Chinese,Chennai,zomato,215008
2580,Continental,Chennai,zomato,230394
2581,Seafood,Chennai,zomato,50945
2582,Seafood,Chennai,zomato,99288
2583,Vietnamese,Chennai,zomato,30204
2584,Italian,Chennai,zomato,188043
2585,Lebanese,Chennai,zomato,23620
2586,Italian,Chennai,zomato,36946
2587,Cafe,Chennai,zomato,85887
2588,Chinese,Chennai,zomato,77794
2589,Fast Food,Chennai,zomato,253814
2590,Biryani,Chennai,zomato,94800
2591,Lebanese,Chennai,zomato,250809
2592,Fast Food,Chennai,zomato,103925
2593,Cafe,Chennai,zomato,159344
2594,Mughlai,Chennai,zomato,112289
2595,Bakery,Chennai,zomato,113469
2596,Seafood,Chennai,zomato,155069
2597,Continental,Chennai,zomato,94129
2598,Mediterranean,Chennai,zomato,159114
2599,Thai,Chennai,zomato,115723
2600,Mediterranean,Chennai,zomato,47848
2601,Lebanese,Kolkata,zomato,15362
2602,Korean,Kolkata,zomato,183492
2603,Japanese,Kolkata,zomato,35524
2604,Mexican,Kolkata,zomato,42438
2605,Street Food,Kolkata,zomato,40741
2606,Fast Food,Kolkata,zomato,150936
2607,Multi-Cuisine,Kolkata,zomato,149412
2608,North Indian,Kolkata,zomato,47258
2609,Pan-Asian,Kolkata,zomato,105594
2610,Street Food,Kolkata,zomato,91158
2611,Cafe,Kolkata,zomato,199235
2612,Japanese,Kolkata,zomato,137925
2613,Thai,Kolkata,zomato,169970
2614,Mexican,Kolkata,zomato,121171
2615,Mediterranean,Kolkata,zomato,68941
2616,Cafe,Kolkata,zomato,254463
2617,Multi-Cuisine,Kolkata,zomato,118757
2618,Italian,Kolkata,zomato,165385
2619,Mughlai,Kolkata,zomato,56198
2620,Mediterranean,Kolkata,zomato,121750
2621,Mediterranean,Kolkata,zomato,176390
2622,Cafe,Kolkata,zomato,76360
